ATF3.logFC	ATF3.PValue	ATF3.FDR	ATF4.logFC	ATF4.PValue	ATF4.FDR	CEBPG.logFC	CEBPG.PValue	CEBPG.FDR	CHOP.logFC	CHOP.PValue	CHOP.FDR
Kidins220	0.158945092346417	0.366847327479702	0.696932485268625	0.148834240950345	0.49633744056534	0.765240955303566	0.226806391630451	0.0743224879748172	0.197746155962249	0.386570965428085	0.0736071824503255	0.316410965284205
Lcn4	5.46111682373762	0.151867742133932	0.45828859860942	-1.92784438295942	0.99963935513939	1	6.16468313568805	0.0880440369815357	0.223038915655683	-0.662835768180211	1	1
Sgsm3	0.0168044685031516	0.953111066254202	0.988136532688441	0.526494667761235	0.139856864849496	0.416623235682721	-0.169373822473278	0.397499088712423	0.598400776211148	0.231869629073007	0.496485978509866	0.78414244319929
Ttc9	0.519309456907651	0.119900966552261	0.405279013252354	-0.933016382066875	0.029149768262791	0.178659869997751	0.286391413007372	0.213789444372366	0.405781891832315	0.377311517310999	0.332749809901371	0.662938787608627
Tssk3	2.49131052887043	0.513866339301576	0.795370061255322	4.87784029728933	0.422066362281013	0.71106746748821	-5.43973581825737	0.0528333918934392	0.156550164854932	2.00632275363745	0.596451500912992	0.84396530125049
Ccser1	-0.275285653171217	0.635839637769531	0.862041889376993	-1.41712881020257	0.0974887756739559	0.345361107110969	-0.995327652128984	0.0219728085888767	0.0828705396713259	-0.0346156120716065	0.95943847919488	0.99066469381272
Traf2	-0.528503956528621	0.146584084079548	0.450096577080314	-0.19822295451196	0.655263501853854	0.861393441090168	-0.177962242480657	0.487090240461919	0.677505602517438	-0.807180701162538	0.0702966860775723	0.308613134016405
Strn3	-0.412896005404029	0.0329917064831933	0.199208397197248	-0.132193596779754	0.564525709104603	0.81030908203236	-0.056731553944916	0.657516834593964	0.810578752184902	-0.31877181722669	0.155133867784292	0.465325973611755
Tlr9	2.19960980157032	0.970237505272178	0.993298290136757	2.82089084143865	0.794619828064083	0.931833703188576	-3.30585798060915	0.121394250428735	0.27863646742703	3.68613674931691	0.571123006477833	0.83060073233296
Tmem229a	0.600189589987514	0.564118309679336	0.826458455750227	-0.140163106761667	0.915309400562423	0.984079896234985	0.402152724623329	0.612230596634469	0.777219242943536	0.459013554995044	0.710889453297393	0.898050430052008
Gid4	-0.305014686747982	0.402329795756679	0.721846621126942	-0.269574970420867	0.555543541952261	0.804915676632077	-0.34921544400041	0.182632915946769	0.366165184979452	-0.0815477881474342	0.850125585118249	0.956556404475
Slc35b1	-0.0749610944768006	0.78425001519726	0.927279702218403	-0.209037055376321	0.552365887257832	0.803526726678769	0.104270245807509	0.588868619316016	0.759687166375246	-0.102171383221792	0.756712710816721	0.917390099607652
Chd4	0.0927497561732302	0.747110606921235	0.91195598389272	0.868612203978398	0.0228173872101266	0.155845357911169	0.237911478625082	0.230854776041074	0.425496689037468	0.365146237565662	0.294651553527452	0.629109946974583
Arpp19	0.072189932739022	0.775018882603558	0.92392797633302	-0.741518337372405	0.0323431668521291	0.188936055172088	0.132902359782014	0.453279406220637	0.64702458986271	0.126002324402919	0.678328622874861	0.883226943665584
Fbxo24	-0.446782158241593	0.781556484467641	0.926361397684666	3.00322143514863	0.0929369680594834	0.336058818739092	-0.290527744967688	0.818369114005441	0.909771931445393	1.26335812883982	0.513334498325073	0.794241221588841
Lrrc26	1.68071968616229	0.661593115522902	0.874579002139547	1.76410089439885	0.81234901055421	0.940562535071906	1.71130749045236	0.426111171031568	0.623875950067575	2.85157590294616	0.487040326559575	0.777990619726177
Map4k2	0.581781417254091	0.0266659800381965	0.175718018748809	0.144722432261903	0.633261319471619	0.850145654656981	0.823426081521149	0.000118915854425381	0.00148319555847849	0.60065774673	0.0489470128333171	0.254715130690725
Sbds	-0.393689004499651	0.101268348618114	0.370811297937849	-0.321500939835517	0.288134098571606	0.595310639009638	-0.0548977506317385	0.73313817438119	0.859146298102957	-0.513699712793314	0.0738708968997406	0.316986784688975
Snrpd3	-0.192452704716553	0.485973995881001	0.776990055403624	-0.262383449496897	0.456028134365567	0.73650180370714	0.183776575447781	0.336030430245075	0.540670836364529	-0.273750891242447	0.402628448208853	0.716423329573435
Nup50	-0.114290008161582	0.680392453343849	0.883508167702485	-0.790331601306196	0.0351069072792496	0.197801034081352	0.491225755797657	0.0217680728631044	0.0823774580868347	0.161702810920144	0.627255411703099	0.860856800613361
Ntrk3	0.337411210459949	0.525433443211097	0.801769635275467	0.181286760126202	0.768785758131747	0.920905793314573	0.667410036447442	0.0965331566319803	0.237889750454945	0.800070010057556	0.208915735858378	0.537790330996481
Bcl2l13	-0.794162215994298	0.048645737663784	0.247985177126571	-1.46823931214947	0.00850373542576713	0.0907702096008851	-0.909127913965134	0.00298706223885212	0.0186038134442927	-0.958236856787583	0.0475673093117857	0.250309891905652
Usp6nl	-0.860366959203247	0.131852435815117	0.425170026859986	-1.58151367249754	0.0288604872802312	0.177523141184156	-1.57552209409159	0.000429070427252759	0.00404248171130699	-0.547707258719292	0.402041368410691	0.716381831976913
Btbd16	2.97444227544768	0.430961361458989	0.740877111139097	9.23311618343384	0.130001143709442	0.400187096552308	3.08826547589159	0.351618587601781	0.556574826251083	3.01993891334724	0.454600178820766	0.755436009671244
Zfp442	0.257881439795311	0.82467966525987	0.943296248134559	0.547511400812174	0.678105185315307	0.873228305511842	-0.349962429460609	0.629024343760021	0.789974329971829	0.200806778245229	0.880423088671713	0.966690305399145
Gpr146	-1.15398850112584	0.0151601022544517	0.12321185767639	-0.490335576924296	0.3644406076386	0.664436687745118	-1.35716177329846	0.000177794687807047	0.00204320508165357	-1.72673473899951	0.0035901717078198	0.049669851297507
Slc16a8	-1.94648905203529	0.458256777400818	0.759173696333461	-1.88590278685452	0.645064093114997	0.855830557981505	-2.31951283454915	0.253423302818623	0.451241505572503	-2.47524667655614	0.518505737201231	0.797466604391738
Ghdc	0.0252838446302618	0.965862369938343	0.99125234221256	-0.393821426367072	0.619793198173678	0.841888460268963	0.0542865297105621	0.90186968541867	0.95823985313978	-0.542397376704183	0.459584536950337	0.758873656030394
Ppap2a	-0.310256952412709	0.303254951064554	0.640925612918544	-0.16306364296073	0.672708122087796	0.869618149962301	-0.084447037488904	0.689029678710544	0.82977198564109	-0.0883207609250746	0.807487999350957	0.94027986671468
Rnf113a2	-0.815816185977308	0.0551310539159949	0.265860412285255	-0.848138622861624	0.106837851860997	0.363929734426902	-0.697595752879636	0.0226033975836307	0.084681372674854	-0.946526395353039	0.059842203558138	0.281750968895743
Atrn	0.00695218961075877	0.981044846886301	0.996717504984086	-0.222442226798642	0.54331703916066	0.797607970160302	-0.202390168446515	0.31448399584439	0.519527611033105	-0.015948552714781	0.963100742115663	0.992528336658702
Psmd10	-0.0454079164064821	0.885288123497297	0.965153134319654	0.113860434481291	0.781122519213638	0.925982896182219	0.0216875868101375	0.921765007280561	0.969145451580029	-0.189965240187532	0.615392723242139	0.854618691995848
Efnb2	1.59345832527477	0.000153773294006943	0.00543289943702214	1.14763147739488	0.0097018211429276	0.0974742312244782	1.42451639032896	1.15963353455554e-05	0.000246537828566412	1.95960988960644	9.67423569193462e-05	0.0044351053708333
C920006O11Rik	-0.65734256731692	0.211725894770178	0.535658056009772	-1.06972323950208	0.120225913286306	0.386367810034925	-1.2498746103967	0.00227202785717396	0.0150238500996422	-0.779917635209063	0.207924465389812	0.536923642127118
Cdh11	0.278580124905374	0.566233118892515	0.82743004042574	0.55644407232802	0.343412569076383	0.646450344694644	-0.566767858034841	0.112389306814663	0.264027633813811	0.139848712895005	0.810712098918233	0.941472114872787
Spcs2	-0.0947997418163972	0.623546320736414	0.855269277660438	-0.0152307002264399	0.949701043008954	0.99466453331617	-0.0707551622105669	0.596961428375082	0.765668800023539	-0.272779070542337	0.24538825143907	0.578697986430576
Ntn5	0.82685664693919	0.468609092699725	0.766594803899865	0.092144808084173	0.945538682289678	0.993816326465334	-1.05905372380397	0.212920349718825	0.404822662828403	-1.1645713723678	0.414850351685968	0.726094269583424
Abhd17b	-0.268616878712696	0.323995540084605	0.659719425511638	-0.880842762745508	0.0138052940817884	0.118331092129615	-0.419513505939216	0.0319463868232181	0.108368025129345	-0.39139307892828	0.228230439763053	0.560416502002902
Mrpl44	-0.103553573343811	0.765495758360346	0.920276202519179	0.561524100071312	0.204641106921376	0.506364074488073	-0.205553929370482	0.393084072937617	0.594534009014355	-0.142875003847206	0.732046789538064	0.907389874771912
Sfi1	0.363631836661529	0.349637236863826	0.682825196740473	-0.345291687993961	0.493361420199733	0.763607269802727	0.545212380757799	0.0556427684033152	0.162176809220503	0.160652922002035	0.723554794908062	0.904188353476198
4930549G23Rik	-0.576503981229099	0.179528816013441	0.496513464957114	-1.57378459233318	0.0104129878867703	0.101056806392606	-0.40060841334196	0.192918348458519	0.379358757893361	-1.06826501626315	0.0516500504336599	0.261311951464135
Cnot10	0.611227309701001	0.0170005738408343	0.131841184888103	-0.166374546889884	0.575690294270086	0.816780186125069	0.232101605485659	0.168339794665148	0.347742267307808	0.711226238083216	0.0172597983578066	0.135006040215121
Trim65	0.405569326912454	0.603343394350226	0.845894042954074	-1.88285230013372	0.0830331599306384	0.318141840648424	0.753804142527914	0.175829186297179	0.357149085580832	-0.0578711936041701	0.949018621202751	0.986497927724657
Ddx51	-0.641335362041535	0.0598968685272564	0.278552203376689	-1.26246918394112	0.00707683927326834	0.0819322624054764	-0.388819863115632	0.0979861884528575	0.240048643996505	-0.874987506294496	0.0356523075634507	0.211169079941549
E130114P18Rik	-0.157419540960891	0.747607830553831	0.91230242649472	1.49264387638172	0.0179701566888537	0.135622875036801	-0.757981457086234	0.037595649523625	0.122198366632577	-0.586976638075537	0.319431071099647	0.652523153243814
Ccdc115	-0.379369046377111	0.126353278858883	0.416332891815735	-0.284358920846438	0.337988193911541	0.642463107590858	-0.259870230715024	0.13374243574788	0.297863460704448	-0.423856981765301	0.148704985210617	0.454614951220249
Eef1a1	0.265783204015431	0.24244913487942	0.573063246911723	0.3559986522606	0.215559942985506	0.519235729985867	0.986018503145337	3.71268503559757e-06	9.98221919948405e-05	-0.0774891931741671	0.77180507749982	0.923832201123262
Fam203a	-0.321263783497262	0.464378151033687	0.763160210208355	0.369284817931003	0.508034119312844	0.774069628463836	-0.366792020031721	0.234057563313369	0.429164093143749	-0.392672494180446	0.444733384441108	0.747930992148749
Hipk1	-0.08406245322763	0.822381264280016	0.942731086625211	0.52652878479981	0.294631786084085	0.601876978712034	0.512575420907466	0.0683928489421019	0.187062974553733	0.252479925464842	0.585663899158643	0.838659182553457
Top3b	0.209015448956065	0.513307983602242	0.795308888580892	-0.488468647857477	0.229661562304045	0.534733516312749	0.318316464867011	0.152735014555063	0.325770479758775	-0.0427324412138225	0.909737123726981	0.975035991322312
Tgfb2	-0.774173199497191	0.0108083062559596	0.0973259805039015	-0.771489999324919	0.0327649072184202	0.190174281140014	-1.08922904272344	1.7182879548255e-05	0.000329772435774591	-0.742073076416234	0.0377064718653918	0.217317380821773
Fbxo36	-1.52216884374997	0.0447582409864844	0.238022666760003	-2.49066242659115	0.0128465071586649	0.113669215774669	-1.57743967008426	0.00589788575351889	0.031166207164763	-1.60279056743887	0.0730833072860477	0.315109569992793
Armcx4	-0.605878720419753	0.346196628715862	0.680220883722996	1.66106743251018	0.0858005591325053	0.324061895324298	-0.318825547628357	0.476317519908467	0.667023961218146	0.307708667075115	0.686957499040569	0.887970453100913
Tpt1	0.478922781553742	0.0198630884117861	0.145665055030598	0.483618076809226	0.0561587325505268	0.259264127055618	0.907118947336017	1.47814276891799e-06	4.71571666949584e-05	0.283962273361834	0.216868155647801	0.547374871759589
Pou2f1	-0.170754752109919	0.718204168716671	0.901314723876256	-1.34873633678931	0.0412513483977605	0.217514047980791	-0.770511642404692	0.030447891576714	0.104739276998956	-0.359888723240548	0.530233129862337	0.8040960021857
2810454H06Rik	-0.702109426124367	0.613752894333375	0.850248887023277	-0.381747787507286	0.841257989566624	0.953630203618779	-2.25532594272985	0.0335138571774768	0.112392029365533	-0.570405164541885	0.76897485792272	0.922688874513996
Pcdhga12	0.232309669664097	0.759933826080144	0.918689885187025	0.238176183158982	0.793020420006328	0.931043541511034	0.220128929877696	0.69730363108616	0.835533045446944	-0.0147450409136523	0.987662822163599	1
2700062C07Rik	0.48600121970659	0.193322200381501	0.513851251286569	-0.172253180710865	0.705650754842014	0.888121579858531	0.100005430217438	0.698926387997065	0.83665671926845	0.84543398332194	0.0605500710352141	0.283549196115852
Macrod1	-0.789107809340229	0.0102014417120437	0.0942867843960213	-0.40993465046454	0.244889496906257	0.551733483726584	-0.609328531012301	0.00520657874704375	0.0282642846268089	-0.524182256740295	0.133134811596267	0.430034986792798
Tbk1	-0.00104051202416837	0.996633129387197	1	-0.283489804431686	0.365432709468909	0.665413622821675	0.502571331616805	0.00785022046163436	0.0385743591649275	0.135792111514507	0.648190762208141	0.870104239008286
Rab11fip4	0.684105360182884	0.114881826009823	0.394949582784072	-0.702164110545654	0.180467006379927	0.475581033073787	0.719948603890268	0.0195995386904031	0.076571192964563	1.28598862163282	0.0155817847875842	0.127582314684209
Fam110a	-1.4142709367986	0.0249597639220447	0.168434081715455	-3.19908179792513	0.000825683492447064	0.0240941769980287	-1.28058827225054	0.00673098501356372	0.0343171865628919	-1.81978050561419	0.0183248363690722	0.140536277442783
Zc3h18	0.062668236675363	0.846872940659036	0.951730236939374	-0.820252754384456	0.0582650035796151	0.264112079373195	0.280501153172371	0.21218468506648	0.403914602159288	-0.171277879282209	0.656939567891895	0.874061098016515
Prrc2b	0.55853703052148	0.0227587048090256	0.15891133206792	0.52999706081864	0.0759300340105382	0.304448232633992	0.142558000001178	0.372743600344568	0.576243182682291	0.689818338385017	0.0188291184060256	0.142594297937572
Parp2	-0.000927811554254568	0.996815240625906	1	-0.479648478581015	0.102400663263454	0.354679226616379	0.172992320846452	0.292906022505133	0.495352642886838	-0.0556499364051436	0.841006452355548	0.953479883118199
Lrrc57	-0.402014800791615	0.237066246969062	0.566811077065291	-2.17891187197684	8.7458290894528e-05	0.0069249528515772	-0.0864771588247617	0.709244627459177	0.842209702994786	-0.54010237538413	0.182482312879544	0.505151720856723
Irs2	0.224858111613633	0.371780069243542	0.700235618907871	-0.00452927567444843	0.988409465311754	1	0.0700386904303657	0.687187589577798	0.828376391662683	0.388692150202854	0.199109061274904	0.525507786356051
Ythdc1	-0.331774168511159	0.241347323517347	0.571453784567521	-0.08124028314394	0.815050199886193	0.941713406625263	-0.22901954001138	0.237425539242719	0.432694950554246	-0.0581574639411791	0.858192587251274	0.95934315769559
Bmf	-0.406605457353163	0.737751330489063	0.908835656751169	0.112898156651793	0.932889391595574	0.99009487315568	0.163009164192759	0.842658731747371	0.925653700376481	-0.347612941586334	0.807021977428271	0.94027986671468
Galnt2	-0.311432025496142	0.363338980137414	0.694140893298457	-0.117494026298437	0.780821831054895	0.925811490156616	0.26307413633057	0.264403506522143	0.463565025492437	-0.347082208115254	0.391193936809911	0.709984309006417
Mid1	0.11308204904464	0.864857485194563	0.957820993713937	-1.00479010803279	0.281934008455202	0.589295249011713	-0.276233443391373	0.55259127401439	0.731563357012754	-0.388708790835902	0.6326893950428	0.863084352290138
Tbc1d10a	-0.61640719455012	0.0436403466195948	0.235362760610507	-0.187675725964006	0.598883073716303	0.831473723087867	0.104086503432922	0.5977553025319	0.766238056468927	-0.900046136453617	0.0162275935236809	0.130216728885473
Hsp90ab1	0.346962546001505	0.0298076572198216	0.187324857941547	0.540681635925652	0.00831043702523689	0.0895740189499876	0.411947337147799	0.000764563588277858	0.00638692592064063	0.53407277037356	0.00723937870282534	0.0788995384437944
Mkln1	-0.696801121729878	0.0273779666058863	0.178008832304432	-0.923893216585756	0.0222829377809624	0.153397035448654	-0.310070124730607	0.139111457385799	0.305366613773705	-0.777888279017607	0.0371670981841813	0.21570108103334
Urb2	-0.803261567533358	0.306055229230183	0.64337775829127	0.677413407082112	0.444781647849581	0.728172922759966	-0.45130636552001	0.400986081048733	0.601587588168379	-0.765835504263591	0.420635895468673	0.731131715034998
Capzb	0.0609053424667633	0.732255177517583	0.906177705568872	0.0223833822651504	0.919670980981544	0.985355351670089	0.626615652626463	6.48988935557797e-05	0.00093023560754722	-0.0740333431972069	0.730462984560597	0.906913311260162
Foxk1	-0.702362082190757	0.439307753772391	0.746164331870879	-1.28353580663514	0.249210576011176	0.556695081618694	-0.497596162721912	0.412485864528923	0.612602769102361	-1.07830982408641	0.300608367499163	0.634226167086451
Nxt1	-0.15462779618011	0.633453547023374	0.86064322692672	-0.968475631571314	0.0308649519179297	0.184606742845959	0.0776995440341251	0.729628776247197	0.856971775110039	-0.627751215830218	0.111302914826864	0.393646501140071
Dok3	0.15112286512177	0.730919670405612	0.905762448178657	-1.19309224813771	0.0617178748144977	0.27268196682019	0.156202440673346	0.615084409155578	0.779106918263732	-0.534131738112643	0.322669405613098	0.654941245561362
Secisbp2l	-0.298482569360336	0.347889860972686	0.681769018716861	-0.145189910456706	0.717800066152346	0.894325979487566	-0.0937886336707749	0.673197794618645	0.819911592286703	-0.298522353362094	0.429576810265331	0.737452409952531
Glcci1	-0.249852850635818	0.64040454708325	0.864182272342454	-0.368051101255256	0.574801405805845	0.816040103965681	-0.683715545511868	0.0663809935231974	0.183290003107811	-0.247378448507873	0.695700057367067	0.891923150470598
Jtb	0.116600334473492	0.596857025300604	0.844539109031058	0.271276884845106	0.334718410020794	0.639767253457308	0.248540821024865	0.119006844620301	0.27452003817714	0.0635332837069717	0.807274766828208	0.94027986671468
3110021N24Rik	0.578969660403991	0.341541285992917	0.676460118168284	-0.396655318521127	0.619733764794738	0.841888460268963	-0.128325682796379	0.757631297927007	0.872894164839767	0.6656911365294	0.351730222244395	0.679230581635139
Tjp2	-1.0044731543983	0.00172500901092635	0.0275679010157389	-1.67459324514408	0.000173747951935927	0.0101057482248448	-1.57163163977893	1.79285216063283e-07	9.23426865868115e-06	-1.5322016899863	0.000209592059474554	0.00721131633202186
Wbp1l	-0.25120372505173	0.339030604485644	0.673974380161362	-0.0590907908127955	0.856072117500896	0.959198402633661	-0.0528360337427009	0.771360221519385	0.881517845621722	-0.213957315960521	0.498658661370636	0.785253072054322
Shd	0.678035179901912	0.0271991653808589	0.177385861179515	0.924603983610215	0.0204308717797063	0.145875518147684	0.58372617392636	0.00801133520166049	0.0391075740646287	1.18138876656258	0.0025183751347581	0.0390074409459815
Fut10	-1.72540457940656	0.00606384852078087	0.0663342019148217	-3.30463412824442	0.000395293513320822	0.0159135045326107	-1.57170414809056	0.000594018397070245	0.0052494649043417	-2.43689575761855	0.00182319761912232	0.0315234370950371
Zfp641	0.0614166107938315	0.860602000839869	0.95646999085604	0.993451053682518	0.037262654785594	0.205082522315307	-0.490943155948771	0.0547047749673756	0.160620132545007	0.535096237636795	0.211488006382044	0.540979043998946
Scrt2	1.60140593613166	0.000532009994343267	0.0124621519222875	0.328532241497136	0.487478188077296	0.759879399828784	1.43772884249042	5.77173353099701e-05	0.000847181488240763	2.2847254525319	6.27235322146347e-05	0.00340499174879445
Tubb4b	-0.406303173404493	0.0693241832802701	0.302100798698425	-0.123467149479046	0.655032455569045	0.861288349883174	-0.354359377484334	0.0269605286677472	0.0964467289495119	-0.641157924433331	0.0212565901130593	0.153250991698009
Mier2	0.105458518740006	0.731547713725285	0.905957843619812	-0.304839698306534	0.413176363378769	0.704769657234609	-0.521125960395477	0.0215340285042443	0.0819177692707049	0.294561229038124	0.412579284452666	0.724578394006588
Ppifos	0.00116461243453606	0.998263463001999	1	0.302519977268379	0.649386706121023	0.85815399340568	-0.099435377970372	0.781590286970387	0.888292056146528	0.159053060152237	0.801819751779377	0.93789710345628
Arhgef12	0.720068454584668	0.0154633553695739	0.124648820463081	0.184566963775939	0.597714680398815	0.831094295917138	0.354494283430508	0.0794355301584214	0.207381307741833	1.06725315198662	0.00321415068532003	0.0463814149527195
Akr7a5	0.025635368152192	0.943007889233816	0.985237968508478	0.121180151704235	0.796937426599974	0.932998155431031	-0.329008348793118	0.198547657277769	0.386737093000325	-0.124278902863315	0.774394802160715	0.924989600233879
Unc50	-0.193422106981273	0.376656135011557	0.703991683101719	-0.307251812453931	0.263384805405772	0.569534670262861	-0.0740137022671597	0.618957666853503	0.782103759773558	-0.189757032717591	0.461509996142772	0.760217795399422
Gripap1	-0.156230149355149	0.484897027221504	0.77660237866826	0.284920823056419	0.311562987638926	0.616706457764282	-0.259719953761831	0.108547826438749	0.257573568774622	-0.194072348761191	0.465356313518165	0.76310651256546
Atp9b	-0.498986326252885	0.191515099056221	0.511225131729845	0.019577770041679	0.96520560566041	1	-0.353791827265583	0.167377233330304	0.346507347451357	-0.649489921622593	0.14677875882263	0.450775283022087
6330416G13Rik	0.169147755857061	0.719575139334954	0.902040530945511	0.687440083643502	0.252386091824894	0.560038386681958	0.277983230839339	0.414050115013836	0.613944380471136	-0.53170376427696	0.372571981432004	0.696053849282997
Capn3	-0.114406819133772	0.766311778803125	0.920478464283045	0.00845805192749131	0.986130107181167	1	0.335902980401528	0.21536470672839	0.407102028656913	-0.677968618182993	0.158839730652773	0.472403600476712
Smoc1	1.3330303057657	0.000193379813807676	0.00625102989813094	0.983267309278805	0.0138193763773264	0.118332528802406	1.23237223138649	8.39517487543822e-06	0.00018938982898416	1.63932540491674	0.000122306038280616	0.00516403272740379
Hpn	1.35091138454502	0.0771910725029079	0.319334250036356	1.33857687247565	0.161340767780192	0.45058421183101	1.92462546464125	0.00141196352277676	0.0104071449308114	1.39439917402602	0.120228508381876	0.409951643734811
Pex16	0.509906264928851	0.0798967659367552	0.325490406078911	0.140466907065702	0.678996925114358	0.873850185855011	0.322039296913467	0.113036233615278	0.265082370069162	0.690892442302412	0.0467995771265824	0.248020102891913
Pola1	0.451741523180214	0.63686849951112	0.862112422257169	0.0778584089190983	0.949036908572504	0.994456225049931	-0.418457016330023	0.503643717489721	0.691418398287912	0.574237909992024	0.608155131797304	0.850027599572323
Rps29	0.213880708265813	0.449001485905732	0.752811590252772	0.0265186833311773	0.940912153609203	0.992242128932895	0.604250500115878	0.00542155277861786	0.029135308772585	-0.243230389730625	0.474841335790874	0.768846401100648
Pcsk1	2.69804039553311	0.00112167712258247	0.0207134760217713	0.757446767756706	0.366800426290301	0.66662634600533	2.67770125386017	6.49996584249689e-05	0.000930899630709354	3.00831709376877	0.00157009086093598	0.0287574799747729
Gga3	-0.145847572779201	0.537288652899256	0.810197175006815	-0.163155221566844	0.578213260570802	0.818014656804773	-0.58649713432296	0.00191598071503758	0.013216325222728	-0.103409230575298	0.714989008663188	0.90010317657538
Nr2c2	-0.246354579226207	0.451001731639366	0.753868174307891	0.131366371920301	0.74221016852856	0.907075034436705	-0.349417620482673	0.138636148018288	0.305028066278015	-0.0864341359448272	0.822803301800957	0.946574731176405
Kctd1	1.36450225483964	0.0232939777968684	0.161070368106126	0.6261001728709	0.341104980004354	0.644242970250792	0.839020225257832	0.0490398637234685	0.148185486777047	1.82335487675758	0.011613454163533	0.106596922273975
Tbc1d14	-0.585344606887174	0.15302571413919	0.460045659595666	-1.12460623393925	0.0317147148162676	0.187088709591855	-0.0875942336193413	0.74585109433258	0.866281148162567	-0.803645870736116	0.100549733042445	0.372408510426333
Clcn6	0.104551729160272	0.788377488351416	0.92928923231703	0.758426816709601	0.118262746521652	0.383542001025925	0.302237650060696	0.27890135964747	0.479896684440705	0.696433050483845	0.149693840848172	0.455636290228506
Nprl2	0.512519383692645	0.109091484015062	0.385585857101605	-0.126310499882363	0.737700815058597	0.904148791392059	0.628014506664129	0.00756521972080191	0.0374537513681855	0.519240976702788	0.16222861947309	0.476866502962986
Snx1	0.0910465379392655	0.654239816121735	0.872002965198194	0.0594376031161291	0.820408684709377	0.944043207217253	0.445961204353742	0.00499848047491026	0.0274394915316101	0.08412745864064	0.730868696830242	0.907147919734879
Zan	-1.98396773591899	0.179152430073778	0.496114421742769	-4.45804526132721	0.0118316200328205	0.108426218418201	-3.59058847404943	0.00287466749399989	0.0180723581424258	-0.981480691871519	0.551715408023944	0.817604079834427
Ethe1	-0.545257643949241	0.192162701572819	0.512321633512873	-0.919918278368106	0.0884537610782103	0.328175160433369	0.122655651192156	0.669608903340629	0.818230116273027	-0.881233541744507	0.0892160621515599	0.349246250934435
Obfc1	-1.58375538780481	0.00464760716447238	0.0548097120775709	0.215676661959766	0.732554909002247	0.901395189173089	-1.06025933969213	0.00501045352582354	0.0274611395165328	-1.98703792955437	0.00352877611520902	0.0491785424368983
4833417C18Rik	0.0756819160351028	0.923099224998237	0.977762434803633	0.587790388862309	0.568204731211703	0.811931036286463	-0.906481890900618	0.113838032155085	0.266269128895192	-0.320186452907243	0.735749308092824	0.908857413016491
Ssna1	0.169693283888431	0.435691879574388	0.744279860835155	-0.014002951829838	0.957857923865916	0.997120335331084	0.268643297278337	0.0847871503408677	0.217337771073128	0.182492459562326	0.480012625840435	0.771753261554443
Slc7a5	-1.27443206587265	0.00290531673469102	0.0399261000911279	-0.499016735701518	0.274184947072167	0.580887767833057	-1.16627329563531	0.000238802062906527	0.00256341197470283	-0.77256310370646	0.0995527066974778	0.370479060832834
Mcph1	-0.827203569680037	0.371024462795335	0.699583009571092	-1.84241364952887	0.176311230583775	0.470996534082059	0.634852762729923	0.37521436072324	0.578256525638078	-1.00881297391171	0.401703218042548	0.716381831976913
Rpl14	0.273977211017081	0.249706514458341	0.58287215726788	0.237090248826255	0.42800620981519	0.715626181800744	0.758581368420952	0.000154435929039377	0.00182631700316276	-0.0304770024110705	0.913541619467279	0.97613509964433
Utp11l	0.14813580206266	0.602393517429363	0.845850851808731	0.0836776109234496	0.81200557098682	0.940480462015066	0.548085645649588	0.00970139225029697	0.0451166188414681	0.0923966484269116	0.781735113062272	0.928818158745332
Klhdc8b	-0.762912489258565	0.00959353530752622	0.0906236150438359	-0.433707706852236	0.211099687214853	0.514803857868509	-1.71077567618523	2.2749502601344e-08	2.00523966228341e-06	-1.20667184934715	0.00116267597976689	0.0234454708184126
C330021F23Rik	0.930743714592996	0.582127074913773	0.836361366243111	0.591102263447725	0.771342872142222	0.921808958549604	1.04396242938572	0.387830859299147	0.589730002146865	0.117096957036381	0.950085588217424	0.986727212785785
Commd8	0.248635258866875	0.340428356357678	0.675714033536173	0.860494814230606	0.0153456509125703	0.124957443145215	0.494072630205421	0.0114073881878517	0.0512254038897752	0.302424843092722	0.328857864241336	0.659980579728734
Cers4	-0.519225492473217	0.0401132620553598	0.223432176269268	-1.25651728747157	0.000532220907854917	0.0186392335719929	-0.972988992935705	1.44030478750391e-05	0.000289414945550139	-0.810664380815713	0.00981361224369338	0.0955420309311372
Snapc2	-0.486253345971497	0.164052265378622	0.475870988267473	-0.949131057694392	0.0290773342145348	0.178507402496118	-0.990967866438543	0.00036546894434618	0.00354683254728699	-0.739046622375666	0.0766258642297357	0.323296164805554
Tmbim4	-0.359020081628319	0.206750866683814	0.530050947570197	-0.554085777806736	0.133131601007375	0.405608289450779	-0.326886368255572	0.100262652914931	0.243736235306702	-0.720255724173966	0.0437912799330121	0.237907303315635
Fat3	2.62458438267554	0.000323611834785638	0.00896166487487675	2.5328793015607	0.00204861270971789	0.0406348489636451	2.55746877919431	9.65792413985799e-06	0.000213925521750741	3.15713391121502	0.000226385252726367	0.00763547893810823
Rpl38	-0.00940318735775474	0.97336050180363	0.994326630066929	0.757121663560796	0.0462023119580791	0.232002336573098	0.495272200179696	0.0194148976900597	0.0760583620847701	-0.310227271864059	0.359300548913055	0.685260598335461
Tsr3	-0.319099527765296	0.346762004825056	0.680549785666069	0.0623984155629223	0.875097656199448	0.967365047579711	-0.422751231424303	0.078177050282816	0.205034901815361	-0.428879240272209	0.284980780378621	0.620681697592236
