ATF3.logFC	ATF3.PValue	ATF3.FDR	ATF4.logFC	ATF4.PValue	ATF4.FDR	CEBPG.logFC	CEBPG.PValue	CEBPG.FDR	CHOP.logFC	CHOP.PValue	CHOP.FDR
Rab5a	0.00899219199713191	0.972151209442702	0.993707221627475	-0.431564987071888	0.181895775386939	0.477644004778357	0.147391259162075	0.413698931647161	0.613604972778771	0.00823089258340449	0.978647925180415	0.997180220703769
Prickle1	-0.244335611766588	0.506878730695488	0.790528614005055	-3.39715875636237	1.11907705905468e-06	0.00117771854462457	-1.31540044791447	4.33496137929749e-05	0.000675666524209099	-0.36803522519641	0.400789345140755	0.715612636458727
Lnp	0.0677328938473845	0.814791514896146	0.939320090657595	-0.060530454516861	0.86715076405486	0.963065389446412	-0.151132908449617	0.454548258506493	0.64807947442171	-0.0498474263302377	0.883955227489314	0.967958144855742
Fmr1	0.0559024446296923	0.847816990148609	0.951881063780431	-0.309055558017587	0.409748147524063	0.702043837722059	0.0565361726170439	0.775548079004359	0.884329151348922	0.191301987406618	0.58305783579346	0.837492301120702
Rnf141	0.184371601556836	0.718067684951519	0.901314723876256	-0.192984638906719	0.752584068198501	0.912061485910302	-0.0139619118645333	0.968433022563867	0.991154218688181	0.116167439790799	0.849765964038599	0.956556404475
Pak1	1.1647259395084	0.0041795526396246	0.0512699785778914	1.06746417813147	0.0203409838339459	0.145490557975485	0.437116021757354	0.0961521461953124	0.237121675791728	1.54027803472516	0.00181469816275683	0.0314082374323297
CK137956	-1.96464954671399	0.710562518321163	0.896393881467494	-4.5333559701741	0.207770061335688	0.510649512698124	-3.651187370391	0.243888733152877	0.439972290000443	-5.66652569619033	0.405236984592436	0.718982406778445
Rwdd4a	-0.891499972719183	0.00814132206093506	0.0812706405382309	0.448252660147658	0.253355097720053	0.560596611052835	-0.481800425281748	0.0330600415555679	0.111306696318214	-1.09021084665306	0.00774533044283351	0.0825717896336989
Zfp385a	-0.79259115875153	0.00182056113117482	0.0287191838958389	-0.445858753985391	0.115196691197001	0.379426573551746	-1.32833869886492	6.41840742939654e-08	4.12611906175492e-06	-1.02632926070401	0.00101113059747426	0.0212663607533541
Atrnl1	0.431890749940956	0.433611976367248	0.742968201409171	1.34954939951482	0.0536086576944103	0.252606240444866	0.323434524636571	0.408557895938573	0.608778321762774	0.695586640073911	0.287487806436354	0.622958223148965
Rnf145	-0.277153706177297	0.164357748651257	0.476278173519149	-0.000999779318866256	0.996673722004238	1	-0.503451774937374	0.00135813943196286	0.0100755680202017	-0.341585170123522	0.152117883968859	0.460066469025025
Emc1	-0.341316422316805	0.115793708539625	0.397046804898254	-0.360645590074867	0.186828447933572	0.484055524191527	-0.565083576326325	0.00103004816416385	0.00809830970446063	-0.385814134832572	0.142892130760279	0.444163360512337
Slc25a44	-0.0821296750780852	0.793851717147001	0.930821899309125	-0.0214491224479293	0.955339385567057	0.995741225920234	-0.104173422580513	0.639645935713631	0.79756098026874	0.286942786651217	0.447836963924125	0.750443894576934
4933431E20Rik	0.250673449482748	0.426845715255125	0.738397747178821	0.676210304476521	0.0968366743883453	0.343795774156517	-0.175008498181668	0.426372343500521	0.623990489187955	0.292987625165809	0.440751688118532	0.744585758435172
Fam195b	0.0281729197765512	0.903995576512137	0.972038574627176	0.440263030762615	0.142825245480361	0.421815491833189	-0.00179458256619863	0.99138159507861	1	-0.167519855641295	0.552638309675965	0.818390696684048
E230016K23Rik	4.1739644838971	0.370899417006267	0.699424352757738	2.6420445696313	0.599973093736908	0.832234880996261	6.43547912639672	0.125263615302175	0.284652202214908	8.09016107507144	0.203632926664394	0.531216330428854
Nrxn3	0.699201101243702	0.0160895929185826	0.127838439851373	1.15745738755775	0.00261646438403357	0.0473578330474288	0.084738534153208	0.645986632946275	0.80249701586497	0.714568562949041	0.0363712280119588	0.213573957118201
Smcr8	-0.858248132195727	0.155437693252464	0.463081277217171	-1.98128131109812	0.0314913475323502	0.186621536048854	-0.874979114371078	0.0543261243531181	0.159837702415402	-1.26336325697641	0.0953203741550209	0.36165484758173
Ndufa7	0.36386504209279	0.0989962623383219	0.365852635286865	0.417416863520538	0.133471594094088	0.406259213066734	0.249396720476611	0.102730102221069	0.247944212841254	0.104169437474591	0.679368711658297	0.884042688483135
Fgf11	0.423689435599666	0.240338869834757	0.570088760769651	0.995479148819309	0.0444398481307778	0.22718128640846	1.33642467500919	4.6858153231902e-05	0.000717345049476745	0.931471570716993	0.0417521710523859	0.231205351358743
Sync	-1.21262277711123	0.385455594682185	0.709853638526757	-0.0229023383333789	0.968369816122459	1	-1.37401602036611	0.16828005351174	0.347660857200768	-0.56430395844918	0.735962613053962	0.908989576252998
Fhod1	0.208304871647773	0.787222989122802	0.928892707286773	-1.18427462432406	0.263529397455496	0.569631234545441	0.249900379239521	0.651006264310523	0.805980822452211	0.336117689906467	0.715510814117996	0.90010317657538
Dctn4	0.223996381700702	0.597329751030296	0.844773440414796	0.834265690186284	0.135153065083182	0.409627333024178	-0.169955093468455	0.549525697484115	0.728836533543657	-0.0210640823411857	0.966629834071431	0.993948897331417
A330102I10Rik	2.66833918436496	0.00109273937250072	0.0202666412904147	2.40938406707004	0.00531641195054836	0.0705298386646315	1.89740025412671	0.000902399351140831	0.0072822222295933	3.40679777891857	0.00044917224147457	0.0122624101338818
Clns1a	0.268204590509788	0.203533339621845	0.526202454216559	-0.0210556915089472	0.935401841163425	0.991356372085234	0.436333647855163	0.00603432461262999	0.0316524389190101	0.185008762490678	0.456313243274273	0.756310790362152
Zfp628	0.239960469953206	0.826852575032419	0.944059493426879	2.73157095267495	0.0401734682749467	0.214475899938054	-0.252903904025107	0.743393470204987	0.864894281753777	0.90379092167834	0.498443928172949	0.785020606557431
Atp6v1f	0.493223636321349	0.0465862327281798	0.241767702474013	0.511196588711889	0.0956015550734964	0.341648190544783	0.606109939119671	0.00121005013055551	0.00919638099222191	0.322196923546139	0.256327962646227	0.592165382498039
Cdipt	0.0636340127821954	0.73614877191202	0.907777024568799	0.39717910688351	0.113499769501746	0.37642475920866	-0.110076884757424	0.40786975551352	0.608019788780533	0.218597533439099	0.342236691216016	0.671654110227021
Dsel	1.12013737177017	0.211353274884186	0.53503197639076	2.14025967030721	0.0747176444772847	0.301408756914737	0.391015060848381	0.509505602112366	0.696001421642551	1.02924124409297	0.330821461048789	0.661642922097579
Dpysl2	0.834998537833174	0.00478950308907776	0.0560578390302736	1.10655233019785	0.00222877351651035	0.0425357445673292	0.685577685464661	0.00142111699628728	0.0104655902827358	0.998257862874077	0.00462797552222733	0.0587515823534427
Tnk2	0.578744513930008	0.0703408782689336	0.304205619220729	1.7194438981905	0.000162785198490653	0.00963192696951614	0.184054744941213	0.395970931734558	0.59688848136997	0.941854997932391	0.0155637967069662	0.127582314684209
Gm10509	0.413905830617802	0.473961818674378	0.770486462527983	-1.01228976715769	0.144212929801627	0.424590189543979	-0.0538527433857384	0.888224927156224	0.950775978364409	0.639268590695718	0.344790599707027	0.673654371954632
Acox1	-0.299806428055556	0.203162035623299	0.525500158579151	0.270678010287975	0.344944345009236	0.648156197598327	-0.332977477247905	0.0506643247318666	0.151480788029948	-0.302930166425365	0.279821795784072	0.614795414095803
Copa	0.144983301558714	0.466538284243221	0.764523685726793	-0.199346132549904	0.414507363568073	0.705421568174169	0.150917425679551	0.278324380107166	0.479144961223451	0.139390044264227	0.558970598444374	0.822369201875488
Zfp944	-0.677879154081971	0.210174629808817	0.533549015696373	0.91686479029301	0.205234992839216	0.507069875375005	-0.392101916764966	0.311089256760723	0.516143323778207	-1.14125536580432	0.100477514376328	0.372408510426333
Gpank1	0.0651228375090454	0.860642715988162	0.95646999085604	-0.476696244251687	0.309136631707483	0.614392887284747	0.139866425791779	0.590498916216305	0.76052809123287	-0.0418636968221246	0.923302671226488	0.978402161366608
Mrpl57	0.0601839305371278	0.862290943001789	0.957168135367127	0.334555880127786	0.453178742497042	0.734675435788721	0.385843333712923	0.13470316330757	0.29930146732841	0.122914499055994	0.76781020625974	0.921825073863762
Stmn1	0.837472511090832	0.000392365107787774	0.0100874359953282	0.85343978058513	0.00193689857404607	0.0391500775605057	0.450540645315584	0.00365775700103664	0.0217481379407951	0.840104581650219	0.00178570856740101	0.031063699392225
Fam120b	0.213309162875905	0.279371405237609	0.615149501617707	0.00898328768537824	0.970306032805613	1	0.162136315950982	0.241141900702743	0.437123275355221	0.326755737637347	0.164048233581821	0.479892671352508
Oxld1	0.937499398033987	0.175403842135712	0.491661381378639	-0.222006069349813	0.814085222964551	0.941450602578656	-0.62350525124531	0.191729981471054	0.377673388221983	0.579076140198728	0.473388969561849	0.767730593655882
Rarres2	-0.0526532994547715	0.875651639003088	0.961945459781112	0.229277847830043	0.581614815910873	0.820324426928071	-0.285669500927584	0.226894600123072	0.420721932563926	-0.547257765014125	0.191794101355187	0.518050037751157
Surf6	-0.801908878914723	0.0516244671775515	0.256395649516787	-2.29816112767836	0.000364616545289365	0.0153570022769659	-0.834448168230475	0.00642456276047913	0.0331302844403477	-1.62054227202747	0.00260553277511847	0.0399592918874672
Jkamp	-0.00315844413889941	0.987873309972681	0.999065004659271	-0.455515636679599	0.100117221030284	0.349817016677127	-0.220705378481725	0.145874048219632	0.315632826085754	-0.0647148243823395	0.795242985310332	0.93532258400211
Polr3k	0.0704166198955811	0.824063199878993	0.94298861379546	-1.19143638299428	0.00662786630092445	0.0791456101576872	0.279760372544317	0.214682840937701	0.406632319454441	-0.29916059838726	0.425497560399947	0.734801886774298
Ccr4	9.55877284971032	0.00931440191564221	0.0886345424359943	-4.97210587042224	0.999785938295692	1	11.216056519576	0.000743151946642172	0.00624349700989196	6.18959553618583	0.0816338981309385	0.334531625402795
Tex264	0.0999778836950794	0.629898738358238	0.858678924260673	-0.717111151507944	0.0107489956197847	0.102723403080903	-0.354816073345912	0.0228057114081328	0.0851293746079614	-0.000516419311678473	0.998298938809189	1
Sepn1	0.00328682251915966	0.991794035499491	0.999745225597813	0.358718350261502	0.355925860326244	0.657176494177264	-0.267940109507323	0.229390632615249	0.423879383803842	-0.108058297698705	0.778330307964077	0.926801818953043
Bre	-0.312176983426021	0.33066543748598	0.666680751658119	-0.280552355904294	0.490201344266842	0.761417293756291	-0.647504697923662	0.0077266186708252	0.0381203633211514	-0.584193389474405	0.142366985725285	0.443780829182144
Sap30bp	0.275124782319211	0.278112235401402	0.61411663550671	-0.0257115270985889	0.934825390458239	0.99104241641884	-0.300848854897626	0.0957418219965096	0.236416629045533	0.220943504769825	0.458547106767038	0.758039010606763
Hsf4	3.2417058987261	0.0173159829862738	0.133152729128926	3.10255814069736	0.0264642976814685	0.170383844259454	2.02482196238496	0.0255436762837984	0.0928564762867672	4.0419234982283	0.0108207354513975	0.101779194839877
Bckdhb	0.572417169306322	0.119504300254424	0.404738271806425	0.514134888568667	0.254868760325489	0.561703286707806	0.536803747095746	0.0393057119866393	0.126150089146309	0.99092353601867	0.0259376016698485	0.173496419922447
Ubqln1	-0.00345248486637717	0.988704003327696	0.999065004659271	-0.173075432864045	0.558857358103905	0.806724702311056	-0.037027201737566	0.82533043806457	0.91434118060477	0.0832913227558689	0.77568012484544	0.92560905272209
Tarsl2	0.31201138448854	0.553855613076449	0.820685058111593	0.453402358186125	0.477356289868977	0.752431970961598	0.0957930568682549	0.78972117040849	0.892894483029832	0.26112387038756	0.659424802887876	0.875193054405999
Hgs	0.178863269444	0.483794467428867	0.77594269309639	-0.619022946909691	0.0626656017718879	0.27525861554053	0.0252903913202555	0.88700623783971	0.950213374222799	0.240968738199261	0.433224639711012	0.740221956340757
Dars2	-0.720906226955852	0.204918679405254	0.528281068494723	-0.102535967060483	0.88521313684207	0.972210090314041	-0.679644664679672	0.0877473407094216	0.2225570344306	-0.914785327456873	0.186108531112746	0.510254270006086
D6Wsu163e	-0.430026554052549	0.288539439351878	0.62603351022754	-1.23207569795331	0.0360444385031851	0.201358999805444	-0.242854490673248	0.391321767514197	0.593016857895496	-0.423422434861196	0.391645139710699	0.709984309006417
Tomm20	-0.393909653972168	0.0640823525437323	0.289240621733993	-0.342252554769653	0.200747229874115	0.501428225364792	-0.569642074028536	0.000608511802157902	0.00533891832575686	-0.529963456692532	0.0378064935963218	0.217586672118429
Trappc5	0.0567172791535276	0.797775853468593	0.93240155111154	-0.407330002063287	0.148736854168511	0.431701499787497	-0.0602309209314318	0.694902563557969	0.833883076269563	-0.329008715034328	0.225646580953843	0.557582574412397
Zmat1	-0.219014281954426	0.594248494173994	0.842730904824622	-0.0609662268687637	0.906302619828305	0.980189412375182	-0.765457434817476	0.0143090967923743	0.0606407819453782	-0.361719928252353	0.462090849799709	0.760661679974492
Hnrnpk	-0.205817204332044	0.101775984454736	0.371873789353844	-0.231456415569033	0.137323811395383	0.412405545286451	-0.183547211316181	0.0394861607790931	0.126610416148977	-0.367654569587099	0.0195519430289289	0.146254691948681
Ppif	-0.0373537236320588	0.923629370931118	0.978067079163325	0.455624571432435	0.35661965648185	0.657842084772344	0.11023624621206	0.68247251846971	0.825623585313785	-0.00836744825620241	0.985841007361292	0.999933639354535
Pds5b	0.429323310011113	0.201298976617079	0.523424924792276	0.841997130533113	0.0687601596504331	0.289392131790213	0.42448977045106	0.0763091474862493	0.201433532265339	0.626536297954507	0.118950927915575	0.407257717106421
Eftud2	-0.246727787740924	0.338553301815223	0.673404845997478	-0.312780873922762	0.332734696103769	0.637901257943019	-0.0986502389749085	0.584151788147047	0.756283735411456	-0.553375681892641	0.0822002843778406	0.33563153363445
Ndnf	0.0576346586535183	0.864265559622162	0.957765811806245	0.544979636459655	0.212466125440093	0.516086926065515	-0.779197615010373	0.0034826486368749	0.0209916431760877	-0.528009966619179	0.200645532649462	0.527365294851798
Fam168b	0.133058749097682	0.597844310196746	0.844861998796786	1.14068592476778	0.00146131603764147	0.0333180056582255	0.159688738967942	0.360304141354524	0.56498861230283	0.328690713340144	0.279082699487569	0.614032853527271
Gm19466	0.193880612543587	0.855820080567282	0.954916460663306	3.86481140721654	0.125028519452569	0.392795826316172	-6.63572451596951	0.00358154310266599	0.0214066365101672	1.48480097391324	0.573006572685233	0.831518380447063
Adam11	1.67684630139504	0.000132345222201343	0.00493050827808924	0.864210820312064	0.0515179378328982	0.247540248168373	1.05255711209763	0.000417869574073018	0.00396294908255526	2.00576976464544	0.000126513510802567	0.00525092484156287
Mbp	-0.584874272446212	0.149497234127663	0.455037861086337	-0.386468011909845	0.459166400088926	0.739196520572457	-0.137484150142192	0.616271392712723	0.780032628822174	-1.21397543498537	0.0201719473330471	0.148608402080547
Nutf2	-0.213015942473775	0.521865152648996	0.799419612912878	0.00720990310426837	0.986064283129703	1	-0.34541167795192	0.144449705031859	0.313383653393148	-0.217881414375666	0.590995364390464	0.840819737565379
4930563F08Rik	1.59268219392286	0.389566172533827	0.713002413606812	1.12053267912124	0.604552045609228	0.834373824208798	-1.31774282891923	0.331231816934882	0.536327999228075	2.42319013109187	0.294801201624598	0.629133004922003
Bmyc	0.476869127284207	0.0312647070365048	0.192756599239414	0.17045041230735	0.514559619133991	0.778813078571508	0.0617303160764193	0.671918703705102	0.81900419369572	0.410885702458362	0.11131222942172	0.393646501140071
Eif3f	-0.165314710017111	0.552986663679897	0.820263056642209	-0.419679639998403	0.259533341455166	0.566218440786341	0.460049294795917	0.02671498357048	0.0958121818398521	-0.397371550208041	0.2426294229395	0.575856084217565
Rars	-0.32236545836658	0.260322084186293	0.59488275285121	-0.12455438745065	0.727769258613121	0.898610320043639	0.260179763461119	0.189391280612129	0.374912351348228	-0.32604888527007	0.336539593183333	0.666124225204167
Emc7	-0.362348134698401	0.0809573629152088	0.327197094268511	-0.586333756731669	0.0292369646523305	0.178937757893648	-0.539497550719413	0.00094159490546333	0.00754157980488194	-0.62860536478073	0.015398374823147	0.126755968012796
Pcyt1a	0.0489541049667789	0.889209610407943	0.966532185226025	-0.231278387621528	0.588930568951433	0.826145424862142	-0.293591006226125	0.232852868969236	0.427964502730528	0.0601527663496625	0.886508923994215	0.968502461972065
Acyp1	-0.145926150871273	0.543573493921736	0.814431503203512	0.293967318565535	0.333561470284576	0.63837729623573	-0.0060399366924979	0.970934489354946	0.992561216575256	-0.344120529064448	0.236121688251993	0.569730615085237
St6galnac4	-0.0597849905679338	0.877033663913262	0.962398273466113	0.196528689920397	0.691250203206718	0.881240870791919	0.00979114290472515	0.971257757172831	0.992678719003969	-0.2225377119796	0.638952885720121	0.86615882395152
Cd2bp2	-0.00652929073189672	0.981724754538646	0.996976304684811	-0.461234390816219	0.202805509632688	0.503846126185892	-0.468667414927535	0.0253011650337022	0.0922284624024476	0.0146310693511874	0.964946744592322	0.993472775755837
Nlgn3	1.43433073949485	0.0010176173796707	0.0192918594150432	0.995807104799177	0.0311894764625778	0.185925092376877	0.934387799714069	0.00193278471879343	0.0133001048216404	1.66028975843648	0.00115771190769949	0.0234282528066997
AU041133	-0.816259106528503	0.196797761614611	0.517172540895935	-1.07137375634777	0.198247840854026	0.498133326697953	-0.60154362219827	0.198025101351777	0.386098520713542	-0.795608940087217	0.296538224122617	0.630182603538916
Atp5l	0.373821986221364	0.184025188108928	0.501831816939782	0.181114388726519	0.606431537647936	0.834902766296834	0.303742568170214	0.126976259579252	0.287474386178367	0.0497702755254185	0.87823616828119	0.966146247685828
Fbxo22	-0.117580243791733	0.711480800728049	0.896850086694381	0.102279755142646	0.799662013160384	0.933800142322115	0.133275252006673	0.545477280246758	0.724816340991495	-0.306396734518274	0.425205993724605	0.734520910464769
Zkscan1	-0.260098938830471	0.437467198186138	0.744940160225349	-0.294026998612653	0.514865319220787	0.779118618239519	0.0337576157409467	0.884518647359797	0.949125807596168	-0.25957286873847	0.518716117508176	0.79756503094814
Slc25a3	-0.152127102548827	0.311028243382821	0.648291438547812	0.330984972845249	0.0902854001823652	0.331496694329508	-0.264224876980685	0.0179749351678147	0.0718661190950739	-0.128258747815567	0.472740930850768	0.767407434739712
Sez6l2	0.391714877752449	0.242955390981874	0.573926901311867	1.34691458138218	0.0022062503124517	0.0422473464086496	-0.128550021952939	0.567759221454568	0.743163096055811	1.0447861317477	0.0137162701271926	0.117450285015019
Lrrc59	-0.162749621163755	0.413199338645929	0.729627084969577	-0.203302143174267	0.406683268365152	0.699344719332673	-0.0344051143855329	0.800606399773318	0.899735110155345	-0.0905581107110045	0.702409058847727	0.894831860136764
Tsg101	-0.370223944141516	0.0859179827139634	0.3385247706011	-0.457188690695235	0.0829387218977814	0.317922471296136	-0.488735918379509	0.00268098622918318	0.0171703612430833	-0.477786498160512	0.0632249712567487	0.291886341385098
Pfn4	-0.157499908304539	0.88070885969852	0.963356662530963	-3.57106023262212	0.0408223329329493	0.216587618105316	-0.0705450590844698	0.928981355960027	0.973083074236842	-0.423262440673231	0.738997295196485	0.910352389401724
Uchl5	0.20907178491998	0.348689411881082	0.681957151309617	-0.0264863443947051	0.924360530958682	0.987539989965854	0.45826501374897	0.00746778276353891	0.0371002571924798	0.409638146840992	0.129403015676704	0.42521237169566
Naa30	-0.0657186221636777	0.81031650745115	0.937301863047914	0.331395153493847	0.357176699534961	0.658274148971032	-0.277837296460472	0.156383368125307	0.331123773519409	0.148268309487754	0.654090302071294	0.872392493987921
Tmed7	-0.301387628541816	0.255939299614336	0.589118592462665	-0.430992941910988	0.201405734911129	0.501889162871938	-0.223775606013243	0.225872288238057	0.419465976625485	-0.193796305431577	0.541008663413965	0.811595723470417
Matn2	-0.249906661923015	0.820285336351639	0.941780532537467	1.14921725134724	0.469408589926227	0.746493297933395	0.93493486323547	0.193118918144105	0.379567634342729	0.111409560155824	0.931689681698697	0.981088340233248
Maneal	-0.42631731308363	0.188006752559717	0.505410386538462	-0.311858527358245	0.446697806187299	0.729561368245957	-1.13213524630885	6.10322204733165e-05	0.000888213591569117	-0.21012292914565	0.577681743739457	0.833950064466835
Farsb	-0.185453194902523	0.452988881716234	0.755271085321283	-0.24267160388967	0.443958059968696	0.727579770991491	-0.689802518892368	0.000686352049510908	0.00587157764485603	-0.11207736147513	0.702378809302585	0.894831860136764
Nrbf2	-0.319671134235014	0.312376196593326	0.649397834170259	-0.430272435384129	0.272120240321321	0.578619262558393	-0.0186865393560022	0.931391421869199	0.974011516619876	-0.340995396111009	0.357007221903994	0.683200482233872
Sh2d5	0.469998932694155	0.163205573760524	0.474897090864079	0.344891142754966	0.404733870791631	0.697725957509233	0.28348633559387	0.223796728932408	0.416902208831571	0.71952660938401	0.0756176170828231	0.320783949135733
Ypel3	0.571958270993701	0.0139032057676744	0.115696128029466	0.0122036185261127	0.962917113491089	0.999683475173352	0.537914423045311	0.00178367629712681	0.0125466329415337	0.552392588635105	0.0380322196035835	0.21816536572334
Smim7	-0.390084815371432	0.0972587603645243	0.36250541320761	-0.782323161942097	0.0119020381098829	0.108720540426815	-0.599337434402347	0.00106566130410523	0.00832852298912219	-0.489612697653677	0.0773508493803122	0.324748225976759
Tomm40l	0.462975475003378	0.165094988350166	0.477258640056022	-0.786361509894512	0.0734130470345047	0.298433103332925	0.0384349167951246	0.868313068549679	0.940709165750096	0.165675994933765	0.673964341178801	0.881549199255556
Heca	0.330190336920081	0.426039140633886	0.73800558874755	-0.691371027949993	0.220458100442014	0.523708665933852	0.846528066468425	0.00744200869719735	0.0369829551647994	-0.0922362261436894	0.852016201530459	0.956775190896934
Orc6	-0.0166276872586019	0.975366721406232	0.994937656719839	-0.306257887952877	0.657414296371174	0.862232280100252	-0.280111163828185	0.452069893183462	0.646179580472574	-0.351877550333585	0.580149594198726	0.835669622025909
0610040F04Rik	0.216069323618723	0.706607222187284	0.895433785341822	0.110902418249177	0.883180660111079	0.971339676350621	0.724440542315648	0.0739032556175105	0.197018998245752	0.188680966212474	0.782163406485484	0.928876270360322
Ube2l3	-0.277522937274997	0.0881756666534587	0.343740531307689	0.70536829245742	0.00161290523021605	0.0352243670966725	-0.263278518446933	0.0240757247510075	0.0887333734821515	-0.294536258469987	0.128462367996974	0.423992760615375
Ccdc104	-0.386198299300694	0.0884926174958967	0.344566603067304	-0.176179349937886	0.517048457519575	0.780846827129271	-0.302482121685408	0.0585616486082185	0.168133678844952	-0.336831145129397	0.202313022918822	0.529338911757439
Phf8	0.00524972829160612	0.986746422026905	0.998798315163558	-1.25142210509674	0.00751001087593277	0.0845989367446972	-0.161665631502871	0.463421429557761	0.655152973487428	-0.0445522858029536	0.90740561089267	0.9741668879598
Fam103a1	0.318978521251675	0.143388777106913	0.445565707528295	0.244336796260603	0.370547810252802	0.669381740473581	0.42933361790382	0.00830945928981517	0.040151563994168	0.2358982093665	0.35567471956638	0.682239611390133
Tex30	-0.776836348269801	0.083273334272371	0.331928675071689	-0.187738925404495	0.714185047400717	0.891985135326648	-0.605164116930305	0.0542468768173321	0.159659482543267	-0.734261343379865	0.155838055789081	0.466531994746725
Eif2d	0.432899796190461	0.153561972963224	0.460471632424641	0.536240625030668	0.156861678255169	0.444492336268734	0.43121533267436	0.0465881421615211	0.14266784222099	0.378153033249247	0.283963303009221	0.619330587517554
Slc18b1	0.364132293232694	0.565899157331778	0.827140740456809	-0.627582864031866	0.422364273412639	0.711429183939728	-0.561872291896854	0.212773809730769	0.404674913401863	0.40085355436545	0.597974755451334	0.844583160008079
Wars	0.198857632903327	0.40102475438388	0.720782352319146	0.228549908668493	0.43212940604701	0.718455408709954	-0.11066720041625	0.496135537140175	0.685337720906894	0.208560529395395	0.452091596100793	0.753926886417355
Tfg	-0.0367400905911084	0.839818108345876	0.949177213222075	-0.0572337621440688	0.803331094421197	0.936015379844813	-0.252077929707594	0.054681527274256	0.160579446400443	-0.0338302265212904	0.875768095941291	0.965191944645043
Galnt3	-3.99674117337095	0.0687561685168285	0.30092922488809	-0.947227363915136	0.677519214332301	0.872670877152933	1.0933067576162	0.462924651852609	0.655000035715859	-4.17793129839112	0.0842411542240138	0.340464375889855
Sept11	0.909294067066036	0.00121031591775351	0.0217074491745623	0.665602349420763	0.036525435082462	0.202721499483966	0.980961630332764	1.21975936889462e-05	0.000255432205324897	1.04010687882959	0.00150142138986335	0.0279372206383713
Nudt16l1	-0.0713158344089486	0.749584909798986	0.913476479301786	0.256444053330818	0.359507818246599	0.659541217896882	-0.0133812072980158	0.930966794740823	0.974011516619876	-0.277892662585219	0.302959837361134	0.63679669753481
Kif3c	-0.0406169421260747	0.867745262533606	0.959194574374618	-0.518413441502415	0.100782600252445	0.351122469412527	-0.325509882910312	0.0676587661010302	0.185678847749577	-0.054963209646064	0.848287420274305	0.956243453523032
Safb	0.106015395511339	0.669674205455038	0.877907767040873	-0.038624952895581	0.900158583813008	0.978649877600013	-0.0922965647806611	0.594695510797213	0.764023511828874	-0.0513362803403987	0.863057225688479	0.961120454631953
Slc5a8	-0.0456022220020279	0.981298221105632	0.996744851850687	-0.488623800673014	0.792878727664385	0.931014628914436	-6.45020958248765	2.97738142363896e-05	0.000500129885503205	-1.6515173375337	0.32980087019619	0.660683561428637
Nova2	1.05343593732539	0.155403411158221	0.463081277217171	0.848115395853133	0.328020848242022	0.632944764718864	-0.183199689807726	0.702880310623347	0.839238300507064	1.5120693047356	0.0921786146601449	0.354294068484711
Glrx2	-0.173536727479258	0.506462675097873	0.790336899450048	-0.904936864285905	0.0121287379314554	0.1099732368042	-0.113569906573066	0.538764498756233	0.71913768860601	-0.303599060219481	0.337374636264454	0.666948702904295
Hibadh	-0.224752371855892	0.200213411519067	0.522375547295705	0.187060280125257	0.388580138708215	0.685963583426521	-0.325957430063117	0.0124669266421634	0.054700248887741	-0.380939863897376	0.0751611504519767	0.32003378305
Dagla	0.442910347275732	0.305275790697161	0.643042131180272	1.73162059723432	0.00219687479465221	0.0421149764445659	0.510076262746688	0.0954739092319168	0.236027735704175	0.942817391719139	0.0748255063110276	0.319394596011139
Dgcr2	0.293668950917143	0.158917782165568	0.468371953642056	0.375874660306812	0.141893387360753	0.420370222430506	-0.136374899011117	0.340244912767572	0.545148722880117	0.48234843374726	0.0597396642040423	0.281580253924248
Plcxd2	1.27829842713742	0.00454444978450309	0.05427931546942	-0.26870161278067	0.583424811431811	0.821673653204294	0.876298441967484	0.00523678823471955	0.0283832262484008	1.34664346293288	0.00817679679966919	0.0852061092470098
Abcg1	-0.404042693823986	0.255540464226591	0.588755313699099	0.000719342988475934	0.998695147529884	1	-0.453165480750075	0.0713671300815183	0.192488631607881	-0.674521671484263	0.120441426115549	0.410389842886243
Slc25a41	-1.03131182800329	0.625941528670704	0.856699226850411	-4.64716248268769	0.157083411649589	0.444649286410854	-0.763160040121935	0.589073653444576	0.759779715937716	-0.646694651572321	0.789141958559885	0.932057431369943
Mien1	0.57998346877087	0.0146079988671553	0.119985958581254	0.637110439039803	0.0307613938966263	0.184180614717195	0.663889548967265	0.000321788971086999	0.00322165773160872	0.441199676133071	0.100477529961271	0.372408510426333
Cyp4f16	0.658143676632295	0.210824486611838	0.534200504885602	-0.0375388193251692	0.952486839632535	0.995204509724198	0.191571420864129	0.588014870350385	0.759293564404757	0.688923852532731	0.260475336944397	0.595896705676014
Lhx9	2.66513477713426	0.00775801882338178	0.0786845325503135	1.82778402436549	0.0880900119203916	0.327772394703585	2.00172553648385	0.00411810115621429	0.0236783892976679	2.4590733908879	0.030743081401196	0.192663356567181
Mrpl55	-0.0883177804171945	0.780818502433113	0.926301645334426	-0.42450521477642	0.294701129051793	0.601876978712034	0.0738250392650855	0.737038640956692	0.86156282792834	-0.0515406518366548	0.889873697913215	0.969596038888491
Rab1	-0.177145123416404	0.251559557259555	0.584956593092595	0.225472476784573	0.241735785180741	0.548743120481969	-0.21669096192033	0.0518314338649043	0.154276330563945	-0.428723665323798	0.0278255622100343	0.181056740407757
